pkey,created_on,last_updated_on,version,balls,max_overs,inn_num,runs,src_id,wickets,batting_team_pkey,fielding_team_pkey,match_pkey
708,"2021-02-15 00:03:02",NULL,0,65,NULL,2,117,88261,1,15,19,424
709,"2021-02-15 00:03:05",NULL,0,120,NULL,1,229,88268,2,15,12,425
710,"2021-02-15 00:03:05",NULL,0,120,NULL,2,129,88269,9,12,15,425
711,"2021-02-15 00:03:07",NULL,0,120,NULL,1,162,88272,4,12,19,426
712,"2021-02-15 00:03:07",NULL,0,115,NULL,2,163,88273,3,19,12,426
713,"2021-02-15 00:03:09",NULL,0,120,NULL,1,194,88286,7,19,15,427
714,"2021-02-15 00:03:09",NULL,0,120,NULL,2,149,88287,7,15,19,427
715,"2021-02-15 00:03:11",NULL,0,120,NULL,1,151,88299,9,12,15,428
716,"2021-02-15 00:03:11",NULL,0,119,NULL,2,154,88300,5,15,12,428
717,"2021-02-15 00:03:13",NULL,0,120,NULL,1,183,88338,8,15,19,429
718,"2021-02-15 00:03:13",NULL,0,116,NULL,2,187,88339,4,19,15,429
719,"2021-02-15 00:03:21",NULL,0,120,NULL,1,149,85896,9,35,34,430
720,"2021-02-15 00:03:21",NULL,0,120,NULL,2,150,85897,5,34,35,430
721,"2021-02-15 00:03:30",NULL,0,120,NULL,1,206,85903,7,36,37,431
722,"2021-02-15 00:03:30",NULL,0,120,NULL,2,191,85904,6,37,36,431
723,"2021-02-15 00:03:39",NULL,0,120,NULL,1,164,85917,8,38,39,432
724,"2021-02-15 00:03:39",NULL,0,111,NULL,2,165,85918,3,39,38,432
725,"2021-02-15 00:03:43",NULL,0,120,NULL,1,163,85929,6,40,34,433
726,"2021-02-15 00:03:43",NULL,0,106,NULL,2,110,85930,10,34,40,433
727,"2021-02-15 00:03:49",NULL,0,112,NULL,1,132,85946,10,35,41,434
728,"2021-02-15 00:03:49",NULL,0,109,NULL,2,136,85947,4,41,35,434
729,"2021-02-15 00:03:50",NULL,0,120,NULL,1,132,85948,8,36,39,435
730,"2021-02-15 00:03:50",NULL,0,112,NULL,2,137,85949,3,39,36,435
731,"2021-02-15 00:03:52",NULL,0,120,NULL,1,142,85967,6,41,37,436
732,"2021-02-15 00:03:52",NULL,0,120,NULL,2,129,85968,8,37,41,436
733,"2021-02-15 00:03:54",NULL,0,102,NULL,1,149,85976,4,34,36,437
734,"2021-02-15 00:03:54",NULL,0,101,NULL,2,153,85977,4,36,34,437
735,"2021-02-15 00:03:56",NULL,0,120,NULL,1,167,85983,3,40,35,438
736,"2021-02-15 00:03:56",NULL,0,120,NULL,2,161,85984,8,35,40,438
737,"2021-02-15 00:03:58",NULL,0,120,NULL,1,130,85991,9,39,41,439
738,"2021-02-15 00:03:58",NULL,0,114,NULL,2,133,85992,7,41,39,439
739,"2021-02-15 00:04:00",NULL,0,120,NULL,1,166,86000,5,34,38,440
740,"2021-02-15 00:04:00",NULL,0,117,NULL,2,109,86001,10,38,34,440
741,"2021-02-15 00:04:04",NULL,0,120,NULL,1,147,86008,7,40,36,441
742,"2021-02-15 00:04:04",NULL,0,98,NULL,2,91,86009,10,36,40,441
743,"2021-02-15 00:04:07",NULL,0,120,NULL,1,189,86014,3,38,34,442
744,"2021-02-15 00:04:07",NULL,0,120,NULL,2,180,86015,8,34,38,442
745,"2021-02-15 00:04:09",NULL,0,120,NULL,1,167,86016,4,35,41,443
746,"2021-02-15 00:04:09",NULL,0,115,NULL,2,170,86018,4,41,35,443
747,"2021-02-15 00:04:13",NULL,0,120,NULL,1,141,86023,7,37,36,444
748,"2021-02-15 00:04:13",NULL,0,88,NULL,2,144,86024,1,36,37,444
749,"2021-02-15 00:04:15",NULL,0,120,NULL,1,111,86029,8,35,39,445
750,"2021-02-15 00:04:15",NULL,0,93,NULL,2,112,86030,2,39,35,445
751,"2021-02-15 00:04:17",NULL,0,120,NULL,1,183,86034,5,38,40,446
752,"2021-02-15 00:04:17",NULL,0,120,NULL,2,176,86035,6,40,38,446
753,"2021-02-15 00:04:18",NULL,0,120,NULL,1,191,86039,6,36,41,447
754,"2021-02-15 00:04:18",NULL,0,114,NULL,2,142,86041,10,41,36,447
755,"2021-02-15 00:04:20",NULL,0,120,NULL,1,157,86055,4,37,39,448
756,"2021-02-15 00:04:20",NULL,0,107,NULL,2,159,86056,4,39,37,448
757,"2021-02-15 00:04:22",NULL,0,120,NULL,1,158,86069,7,40,34,449
758,"2021-02-15 00:04:22",NULL,0,120,NULL,2,133,86071,9,34,40,449
759,"2021-02-15 00:04:24",NULL,0,120,NULL,1,170,86091,6,38,35,450
760,"2021-02-15 00:04:24",NULL,0,120,NULL,2,165,86093,4,35,38,450
761,"2021-02-15 00:04:25",NULL,0,120,NULL,1,185,86098,3,39,41,451
762,"2021-02-15 00:04:25",NULL,0,119,NULL,2,186,86107,5,41,39,451
763,"2021-02-15 00:04:27",NULL,0,120,NULL,1,151,86121,6,37,40,452
764,"2021-02-15 00:04:27",NULL,0,112,NULL,2,152,86126,2,40,37,452
765,"2021-02-15 00:04:29",NULL,0,120,NULL,1,179,86142,4,38,36,453
766,"2021-02-15 00:04:29",NULL,0,120,NULL,2,176,86144,8,36,38,453
767,"2021-02-15 00:04:31",NULL,0,120,NULL,1,175,86156,4,34,41,454
768,"2021-02-15 00:04:31",NULL,0,120,NULL,2,172,86159,4,41,34,454
769,"2021-02-15 00:04:32",NULL,0,120,NULL,1,167,86178,4,37,39,455
770,"2021-02-15 00:04:32",NULL,0,120,NULL,2,144,86182,9,39,37,455
771,"2021-02-15 00:04:34",NULL,0,116,NULL,1,112,86207,10,40,41,456
772,"2021-02-15 00:04:34",NULL,0,110,NULL,2,114,86211,4,41,40,456
773,"2021-02-15 00:04:35",NULL,0,120,NULL,1,156,86216,6,34,35,457
774,"2021-02-15 00:04:35",NULL,0,120,NULL,2,157,86223,2,35,34,457
775,"2021-02-15 00:04:36",NULL,0,120,NULL,1,165,86281,8,36,38,458
776,"2021-02-15 00:04:36",NULL,0,110,NULL,2,166,86284,4,38,36,458
777,"2021-02-15 00:04:38",NULL,0,120,NULL,1,128,86306,7,37,35,459
778,"2021-02-15 00:04:38",NULL,0,91,NULL,2,129,86308,2,35,37,459
779,"2021-02-15 00:04:39",NULL,0,120,NULL,1,187,86323,4,40,38,460
780,"2021-02-15 00:04:39",NULL,0,120,NULL,2,176,86325,4,38,40,460
781,"2021-02-15 00:04:41",NULL,0,100,NULL,1,73,86337,10,36,35,461
782,"2021-02-15 00:04:41",NULL,0,60,NULL,2,74,86339,1,35,36,461
783,"2021-02-15 00:04:42",NULL,0,120,NULL,1,147,86376,6,37,34,462
784,"2021-02-15 00:04:42",NULL,0,97,NULL,2,149,86377,3,34,37,462
785,"2021-02-15 00:04:43",NULL,0,120,NULL,1,167,86378,5,38,41,463
786,"2021-02-15 00:04:43",NULL,0,116,NULL,2,168,86379,5,41,38,463
787,"2021-02-15 00:04:45",NULL,0,120,NULL,1,173,86414,5,40,39,464
788,"2021-02-15 00:04:45",NULL,0,120,NULL,2,147,86417,7,39,40,464
789,"2021-02-15 00:04:46",NULL,0,120,NULL,1,189,86431,5,37,35,465
790,"2021-02-15 00:04:46",NULL,0,105,NULL,2,190,86435,5,35,37,465
791,"2021-02-15 00:04:47",NULL,0,120,NULL,1,189,86448,6,39,34,466
792,"2021-02-15 00:04:47",NULL,0,120,NULL,2,180,86450,10,34,39,466
793,"2021-02-15 00:04:49",NULL,0,120,NULL,1,137,86496,6,40,41,467
794,"2021-02-15 00:04:49",NULL,0,117,NULL,2,141,86499,6,41,40,467
795,"2021-02-15 00:04:51",NULL,0,120,NULL,1,185,86535,7,38,37,468
796,"2021-02-15 00:04:51",NULL,0,115,NULL,2,186,86540,7,37,38,468
797,"2021-02-15 00:04:53",NULL,0,120,NULL,1,187,86541,3,39,36,469
798,"2021-02-15 00:04:53",NULL,0,119,NULL,2,161,86542,10,36,39,469
799,"2021-02-15 00:04:55",NULL,0,120,NULL,1,210,86584,4,38,41,470
800,"2021-02-15 00:04:55",NULL,0,107,NULL,2,139,86585,10,41,38,470
801,"2021-02-15 00:04:57",NULL,0,120,NULL,1,178,86590,5,40,39,471
802,"2021-02-15 00:04:57",NULL,0,120,NULL,2,177,86591,4,39,40,471
803,"2021-02-15 00:04:58",NULL,0,120,NULL,1,202,86606,2,40,38,472
804,"2021-02-15 00:04:58",NULL,0,120,NULL,2,177,86607,5,38,40,472
805,"2021-02-15 00:05:05",NULL,0,118,NULL,1,146,90942,10,36,40,473
806,"2021-02-15 00:05:05",NULL,0,115,NULL,2,147,90945,5,40,36,473
807,"2021-02-15 00:05:07",NULL,0,114,NULL,1,103,90953,10,41,39,474
808,"2021-02-15 00:05:07",NULL,0,92,NULL,2,107,90956,6,39,41,474
809,"2021-02-15 00:05:10",NULL,0,120,NULL,1,181,90968,5,34,37,475
810,"2021-02-15 00:05:10",NULL,0,48,NULL,2,74,90970,6,37,34,475
811,"2021-02-15 00:05:12",NULL,0,120,NULL,1,164,90977,4,35,41,476
812,"2021-02-15 00:05:12",NULL,0,120,NULL,2,147,90979,8,41,35,476
813,"2021-02-15 00:05:14",NULL,0,114,NULL,1,159,90995,6,38,36,477
814,"2021-02-15 00:05:14",NULL,0,112,NULL,2,144,91003,10,36,38,477
815,"2021-02-15 00:05:16",NULL,0,120,NULL,1,174,91027,5,40,39,478
816,"2021-02-15 00:05:16",NULL,0,115,NULL,2,176,91031,5,39,40,478
817,"2021-02-15 00:05:18",NULL,0,120,NULL,1,155,91040,5,37,38,479
818,"2021-02-15 00:05:18",NULL,0,112,NULL,2,156,91042,4,38,37,479
819,"2021-02-15 00:05:20",NULL,0,120,NULL,1,169,91047,9,34,35,480
820,"2021-02-15 00:05:20",NULL,0,120,NULL,2,148,91050,9,35,34,480
821,"2021-02-15 00:05:22",NULL,0,104,NULL,1,88,91085,10,40,41,481
822,"2021-02-15 00:05:22",NULL,0,108,NULL,2,92,91086,3,41,40,481
823,"2021-02-15 00:05:24",NULL,0,120,NULL,1,130,91125,9,35,37,482
824,"2021-02-15 00:05:24",NULL,0,89,NULL,2,132,91126,5,37,35,482
825,"2021-02-15 00:05:26",NULL,0,120,NULL,1,193,91137,6,34,38,483
826,"2021-02-15 00:05:26",NULL,0,115,NULL,2,196,91138,3,38,34,483
827,"2021-02-15 00:05:29",NULL,0,120,NULL,1,132,91148,7,35,39,484
828,"2021-02-15 00:05:29",NULL,0,120,NULL,2,99,91149,9,39,35,484
829,"2021-02-15 00:05:31",NULL,0,120,NULL,1,107,91173,8,41,38,485
830,"2021-02-15 00:05:31",NULL,0,105,NULL,2,110,91176,4,38,41,485
831,"2021-02-15 00:05:33",NULL,0,120,NULL,1,175,91203,4,40,34,486
832,"2021-02-15 00:05:33",NULL,0,120,NULL,2,155,91209,6,34,40,486
833,"2021-02-15 00:05:35",NULL,0,120,NULL,1,164,91220,7,36,35,487
834,"2021-02-15 00:05:35",NULL,0,117,NULL,2,165,91223,5,35,36,487
835,"2021-02-15 00:05:37",NULL,0,120,NULL,1,148,91225,9,39,37,488
836,"2021-02-15 00:05:37",NULL,0,107,NULL,2,151,91232,3,37,39,488
837,"2021-02-15 00:05:39",NULL,0,120,NULL,1,142,91242,6,34,41,489
838,"2021-02-15 00:05:39",NULL,0,120,NULL,2,141,91243,5,41,34,489
839,"2021-02-15 00:05:41",NULL,0,120,NULL,1,158,91250,6,40,39,490
840,"2021-02-15 00:05:41",NULL,0,120,NULL,2,126,91252,9,39,40,490
841,"2021-02-15 00:05:43",NULL,0,120,NULL,1,161,91258,8,35,38,491
842,"2021-02-15 00:05:43",NULL,0,119,NULL,2,162,91259,5,38,35,491
843,"2021-02-15 00:05:45",NULL,0,120,NULL,1,135,91264,8,34,37,492
844,"2021-02-15 00:05:45",NULL,0,104,NULL,2,137,91268,2,37,34,492
845,"2021-02-15 00:05:47",NULL,0,120,NULL,1,135,91272,6,41,36,493
846,"2021-02-15 00:05:47",NULL,0,110,NULL,2,139,91275,5,36,41,493
847,"2021-02-15 00:05:49",NULL,0,120,NULL,1,150,91293,5,40,35,494
848,"2021-02-15 00:05:49",NULL,0,110,NULL,2,152,91298,4,35,40,494
849,"2021-02-15 00:05:50",NULL,0,120,NULL,1,145,91321,5,38,39,495
850,"2021-02-15 00:05:50",NULL,0,116,NULL,2,150,91323,4,39,38,495
851,"2021-02-15 00:05:52",NULL,0,120,NULL,1,186,91349,8,36,34,496
852,"2021-02-15 00:05:52",NULL,0,33,NULL,2,34,91354,2,34,36,496
853,"2021-02-15 00:05:55",NULL,0,120,NULL,1,146,91377,6,37,41,497
854,"2021-02-15 00:05:55",NULL,0,106,NULL,2,147,91381,4,41,37,497
855,"2021-02-15 00:05:57",NULL,0,120,NULL,1,144,91390,8,36,39,498
856,"2021-02-15 00:05:57",NULL,0,94,NULL,2,145,91395,2,39,36,498
857,"2021-02-15 00:05:59",NULL,0,120,NULL,1,178,91400,5,40,37,499
858,"2021-02-15 00:05:59",NULL,0,116,NULL,2,137,91402,10,37,40,499
859,"2021-02-15 00:06:01",NULL,0,120,NULL,1,168,91430,6,34,40,500
860,"2021-02-15 00:06:01",NULL,0,106,NULL,2,97,91434,10,40,34,500
861,"2021-02-15 00:06:05",NULL,0,120,NULL,1,192,91436,4,36,39,501
862,"2021-02-15 00:06:05",NULL,0,107,NULL,2,91,91437,10,39,36,501
863,"2021-02-15 00:06:07",NULL,0,120,NULL,1,177,91439,5,35,41,502
864,"2021-02-15 00:06:07",NULL,0,113,NULL,2,178,91441,3,41,35,502
865,"2021-02-15 00:06:09",NULL,0,120,NULL,1,185,91449,2,38,37,503
866,"2021-02-15 00:06:09",NULL,0,103,NULL,2,126,91450,10,37,38,503
867,"2021-02-15 00:06:13",NULL,0,120,NULL,1,115,91470,9,35,39,504
868,"2021-02-15 00:06:13",NULL,0,78,NULL,2,116,91473,3,39,35,504
869,"2021-02-15 00:06:16",NULL,0,120,NULL,1,186,91486,4,34,36,505
870,"2021-02-15 00:06:16",NULL,0,18,NULL,2,10,91487,2,36,34,505
871,"2021-02-15 00:06:18",NULL,0,120,NULL,1,177,91498,9,41,38,506
872,"2021-02-15 00:06:18",NULL,0,117,NULL,2,178,91499,6,38,41,506
873,"2021-02-15 00:06:20",NULL,0,117,NULL,1,121,91520,10,39,37,507
874,"2021-02-15 00:06:20",NULL,0,116,NULL,2,124,91526,4,37,39,507
875,"2021-02-15 00:06:22",NULL,0,120,NULL,1,177,91535,7,35,36,508
876,"2021-02-15 00:06:22",NULL,0,109,NULL,2,98,91536,10,36,35,508
877,"2021-02-15 00:06:24",NULL,0,120,NULL,1,154,91542,5,40,38,509
878,"2021-02-15 00:06:24",NULL,0,101,NULL,2,158,91545,0,38,40,509
879,"2021-02-15 00:06:26",NULL,0,120,NULL,1,152,91557,9,39,34,510
880,"2021-02-15 00:06:26",NULL,0,120,NULL,2,140,91564,5,34,39,510
881,"2021-02-15 00:06:29",NULL,0,120,NULL,1,167,91572,2,37,40,511
882,"2021-02-15 00:06:29",NULL,0,118,NULL,2,123,91575,10,40,37,511
883,"2021-02-15 00:06:31",NULL,0,120,NULL,1,172,91577,4,38,35,512
884,"2021-02-15 00:06:31",NULL,0,103,NULL,2,173,91586,1,35,38,512
885,"2021-02-15 00:06:34",NULL,0,120,NULL,1,181,91602,4,41,34,513
886,"2021-02-15 00:06:34",NULL,0,116,NULL,2,182,91605,4,34,41,513
887,"2021-02-15 00:06:36",NULL,0,120,NULL,1,134,91645,8,37,36,514
888,"2021-02-15 00:06:36",NULL,0,120,NULL,2,129,91646,8,36,37,514
889,"2021-02-15 00:06:38",NULL,0,120,NULL,1,157,91656,5,39,41,515
890,"2021-02-15 00:06:38",NULL,0,96,NULL,2,79,91657,10,41,39,515
891,"2021-02-15 00:06:40",NULL,0,120,NULL,1,145,91664,6,36,38,516
892,"2021-02-15 00:06:40",NULL,0,86,NULL,2,146,91665,1,38,36,516
893,"2021-02-15 00:06:42",NULL,0,120,NULL,1,124,91668,8,40,35,517
894,"2021-02-15 00:06:42",NULL,0,85,NULL,2,130,91672,2,35,40,517
895,"2021-02-15 00:06:44",NULL,0,120,NULL,1,140,91677,7,39,34,518
896,"2021-02-15 00:06:44",NULL,0,115,NULL,2,113,91680,10,34,39,518
897,"2021-02-15 00:06:46",NULL,0,120,NULL,1,169,91693,7,38,40,519
898,"2021-02-15 00:06:46",NULL,0,107,NULL,2,170,91695,3,40,38,519
899,"2021-02-15 00:06:48",NULL,0,120,NULL,1,128,91708,9,41,36,520
900,"2021-02-15 00:06:48",NULL,0,105,NULL,2,130,91712,4,36,41,520
901,"2021-02-15 00:06:50",NULL,0,120,NULL,1,128,91724,6,34,35,521
902,"2021-02-15 00:06:50",NULL,0,63,NULL,2,85,91726,1,35,34,521
903,"2021-02-15 00:06:51",NULL,0,120,NULL,1,176,91737,8,40,36,522
904,"2021-02-15 00:06:51",NULL,0,112,NULL,2,180,91740,4,36,40,522
905,"2021-02-15 00:06:53",NULL,0,120,NULL,1,182,91742,3,41,37,523
906,"2021-02-15 00:06:53",NULL,0,120,NULL,2,155,91744,9,37,41,523
907,"2021-02-15 00:06:55",NULL,0,120,NULL,1,183,91767,6,38,39,524
908,"2021-02-15 00:06:55",NULL,0,120,NULL,2,167,91769,8,39,38,524
909,"2021-02-15 00:06:57",NULL,0,120,NULL,1,156,91775,8,37,36,525
910,"2021-02-15 00:06:57",NULL,0,60,NULL,2,158,91776,0,36,37,525
911,"2021-02-15 00:06:59",NULL,0,120,NULL,1,174,91783,6,41,40,526
912,"2021-02-15 00:06:59",NULL,0,116,NULL,2,175,91787,5,40,41,526
913,"2021-02-15 00:07:01",NULL,0,114,NULL,1,165,91789,4,38,34,527
914,"2021-02-15 00:07:01",NULL,0,110,NULL,2,166,91792,6,34,38,527
915,"2021-02-15 00:07:04",NULL,0,120,NULL,1,168,91833,6,37,35,528
916,"2021-02-15 00:07:04",NULL,0,82,NULL,2,74,91835,10,35,37,528
917,"2021-02-15 00:07:05",NULL,0,120,NULL,1,153,91877,7,38,37,529
918,"2021-02-15 00:07:05",NULL,0,113,NULL,2,157,91879,4,37,38,529
919,"2021-02-15 00:07:07",NULL,0,120,NULL,1,180,91888,3,35,39,530
920,"2021-02-15 00:07:07",NULL,0,119,NULL,2,184,91891,7,39,35,530
921,"2021-02-15 00:07:09",NULL,0,120,NULL,1,145,91905,5,39,37,531
922,"2021-02-15 00:07:09",NULL,0,120,NULL,2,132,91908,7,37,39,531
923,"2021-02-15 00:07:13",NULL,0,120,NULL,1,172,98627,6,34,36,532
924,"2021-02-15 00:07:13",NULL,0,116,NULL,2,143,98633,10,36,34,532
925,"2021-02-15 00:07:15",NULL,0,120,NULL,1,131,98658,10,41,35,533
926,"2021-02-15 00:07:15",NULL,0,90,NULL,2,137,98667,2,35,41,533
927,"2021-02-15 00:07:17",NULL,0,120,NULL,1,169,98687,5,39,34,534
928,"2021-02-15 00:07:17",NULL,0,118,NULL,2,171,98694,4,34,39,534
929,"2021-02-15 00:07:19",NULL,0,120,NULL,1,129,98708,9,38,35,535
930,"2021-02-15 00:07:19",NULL,0,113,NULL,2,104,98710,10,35,38,535
931,"2021-02-15 00:07:21",NULL,0,120,NULL,1,167,98716,7,37,36,536
932,"2021-02-15 00:07:21",NULL,0,120,NULL,2,145,98720,8,36,37,536
933,"2021-02-15 00:07:24",NULL,0,120,NULL,1,161,98734,5,40,34,537
934,"2021-02-15 00:07:24",NULL,0,26,NULL,2,40,98738,1,34,40,537
935,"2021-02-15 00:07:26",NULL,0,120,NULL,1,196,98741,7,41,39,538
936,"2021-02-15 00:07:26",NULL,0,120,NULL,2,185,98744,6,39,41,538
937,"2021-02-15 00:07:29",NULL,0,120,NULL,1,163,98752,4,37,38,539
938,"2021-02-15 00:07:29",NULL,0,96,NULL,2,111,98755,10,38,37,539
939,"2021-02-15 00:07:31",NULL,0,120,NULL,1,209,98761,4,36,35,540
940,"2021-02-15 00:07:31",NULL,0,120,NULL,2,161,98763,7,35,36,540
941,"2021-02-15 00:07:34",NULL,0,108,NULL,1,198,98774,4,40,41,541
942,"2021-02-15 00:07:34",NULL,0,108,NULL,2,183,98776,7,41,40,541
943,"2021-02-15 00:07:36",NULL,0,115,NULL,1,147,98779,10,39,38,542
944,"2021-02-15 00:07:36",NULL,0,115,NULL,2,148,98780,3,38,39,542
945,"2021-02-15 00:07:38",NULL,0,120,NULL,1,174,98821,7,35,41,543
946,"2021-02-15 00:07:38",NULL,0,109,NULL,2,126,98826,10,41,35,543
947,"2021-02-15 00:07:39",NULL,0,120,NULL,1,174,98844,4,40,37,544
948,"2021-02-15 00:07:39",NULL,0,120,NULL,2,169,98851,6,37,40,544
949,"2021-02-15 00:07:42",NULL,0,120,NULL,1,149,98872,8,34,35,545
950,"2021-02-15 00:07:42",NULL,0,120,NULL,2,149,98879,7,35,34,545
951,"2021-02-15 00:07:44",NULL,0,120,NULL,1,155,98890,6,40,39,546
952,"2021-02-15 00:07:44",NULL,0,120,NULL,2,137,98891,8,39,40,546
953,"2021-02-15 00:07:46",NULL,0,66,NULL,1,69,98902,5,38,37,547
954,"2021-02-15 00:07:46",NULL,0,45,NULL,2,55,98904,3,37,38,547
955,"2021-02-15 00:07:47",NULL,0,120,NULL,1,168,98909,5,34,40,548
956,"2021-02-15 00:07:47",NULL,0,120,NULL,2,165,98911,9,40,34,548
957,"2021-02-15 00:07:49",NULL,0,120,NULL,1,149,98924,6,41,36,549
958,"2021-02-15 00:07:49",NULL,0,112,NULL,2,109,98925,10,36,41,549
959,"2021-02-15 00:07:52",NULL,0,120,NULL,1,142,98928,7,34,37,550
960,"2021-02-15 00:07:52",NULL,0,118,NULL,2,143,98930,7,37,34,550
961,"2021-02-15 00:07:54",NULL,0,120,NULL,1,153,98933,6,39,35,551
962,"2021-02-15 00:07:54",NULL,0,119,NULL,2,154,98935,4,35,39,551
963,"2021-02-15 00:07:56",NULL,0,120,NULL,1,212,98955,3,36,38,552
964,"2021-02-15 00:07:56",NULL,0,120,NULL,2,181,98962,9,38,36,552
965,"2021-02-15 00:07:58",NULL,0,120,NULL,1,142,98986,9,39,37,553
966,"2021-02-15 00:07:58",NULL,0,113,NULL,2,143,98993,2,37,39,553
967,"2021-02-15 00:08:00",NULL,0,120,NULL,1,176,99022,6,40,35,554
968,"2021-02-15 00:08:00",NULL,0,117,NULL,2,180,99026,3,35,40,554
969,"2021-02-15 00:08:03",NULL,0,120,NULL,1,180,99030,2,38,41,555
970,"2021-02-15 00:08:03",NULL,0,120,NULL,2,172,99035,8,41,38,555
971,"2021-02-15 00:08:05",NULL,0,48,NULL,1,119,99053,4,36,34,556
972,"2021-02-15 00:08:05",NULL,0,30,NULL,2,60,99056,4,34,36,556
973,"2021-02-15 00:08:07",NULL,0,120,NULL,1,175,99071,5,39,41,557
974,"2021-02-15 00:08:07",NULL,0,114,NULL,2,178,99077,4,41,39,557
975,"2021-02-15 00:08:10",NULL,0,118,NULL,1,135,99087,10,40,35,558
976,"2021-02-15 00:08:10",NULL,0,112,NULL,2,137,99089,8,35,40,558
977,"2021-02-15 00:08:13",NULL,0,120,NULL,1,145,99092,5,34,37,559
978,"2021-02-15 00:08:13",NULL,0,107,NULL,2,148,99095,4,37,34,559
979,"2021-02-15 00:08:15",NULL,0,120,NULL,1,126,99117,9,38,36,560
980,"2021-02-15 00:08:15",NULL,0,110,NULL,2,131,99120,5,36,38,560
981,"2021-02-15 00:08:17",NULL,0,120,NULL,1,168,99133,7,39,37,561
982,"2021-02-15 00:08:17",NULL,0,112,NULL,2,169,99135,3,37,39,561
983,"2021-02-15 00:08:19",NULL,0,120,NULL,1,162,99160,6,38,34,562
984,"2021-02-15 00:08:19",NULL,0,118,NULL,2,166,99162,6,34,38,562
985,"2021-02-15 00:08:21",NULL,0,120,NULL,1,213,99165,3,41,36,563
986,"2021-02-15 00:08:21",NULL,0,120,NULL,2,179,99171,8,36,41,563
987,"2021-02-15 00:08:23",NULL,0,120,NULL,1,173,99181,6,40,39,564
988,"2021-02-15 00:08:23",NULL,0,106,NULL,2,110,99186,10,39,40,564
989,"2021-02-15 00:08:25",NULL,0,120,NULL,1,219,99191,1,37,35,565
990,"2021-02-15 00:08:25",NULL,0,120,NULL,2,175,99200,7,35,37,565
991,"2021-02-15 00:08:27",NULL,0,120,NULL,1,175,99225,7,41,38,566
992,"2021-02-15 00:08:27",NULL,0,103,NULL,2,98,99230,10,38,41,566
993,"2021-02-15 00:08:29",NULL,0,114,NULL,1,110,99249,10,40,36,567
994,"2021-02-15 00:08:29",NULL,0,92,NULL,2,114,99253,3,36,40,567
995,"2021-02-15 00:08:31",NULL,0,120,NULL,1,172,99274,4,39,34,568
996,"2021-02-15 00:08:31",NULL,0,84,NULL,2,122,99280,7,34,39,568
997,"2021-02-15 00:08:33",NULL,0,83,NULL,1,86,99282,10,41,37,569
998,"2021-02-15 00:08:33",NULL,0,72,NULL,2,89,99285,2,37,41,569
999,"2021-02-15 00:08:34",NULL,0,40,NULL,1,45,99297,2,35,38,570
1000,"2021-02-15 00:08:36",NULL,0,102,NULL,1,100,99303,10,36,40,571
1001,"2021-02-15 00:08:36",NULL,0,65,NULL,2,104,99305,0,40,36,571
1002,"2021-02-15 00:08:37",NULL,0,120,NULL,1,141,99313,6,37,41,572
1003,"2021-02-15 00:08:37",NULL,0,120,NULL,2,131,99314,9,41,37,572
1004,"2021-02-15 00:08:39",NULL,0,95,NULL,1,76,99315,10,35,34,573
1005,"2021-02-15 00:08:39",NULL,0,33,NULL,2,28,99320,2,34,35,573
1006,"2021-02-15 00:08:41",NULL,0,120,NULL,1,186,99334,5,40,38,574
1007,"2021-02-15 00:08:41",NULL,0,120,NULL,2,176,99351,6,38,40,574
1008,"2021-02-15 00:08:43",NULL,0,120,NULL,1,164,99357,6,39,36,575
1009,"2021-02-15 00:08:43",NULL,0,90,NULL,2,120,99363,10,36,39,575
1010,"2021-02-15 00:08:45",NULL,0,84,NULL,1,143,99387,4,35,37,576
1011,"2021-02-15 00:08:45",NULL,0,84,NULL,2,125,99395,5,37,35,576
1012,"2021-02-15 00:08:46",NULL,0,120,NULL,1,153,99398,5,34,41,577
1013,"2021-02-15 00:08:46",NULL,0,93,NULL,2,154,99405,2,41,34,577
1014,"2021-02-15 00:08:48",NULL,0,120,NULL,1,190,99420,3,38,39,578
1015,"2021-02-15 00:08:48",NULL,0,120,NULL,2,186,99423,4,39,38,578
1016,"2021-02-15 00:08:50",NULL,0,120,NULL,1,162,99445,4,40,37,579
1017,"2021-02-15 00:08:50",NULL,0,120,NULL,2,151,99448,8,37,40,579
1018,"2021-02-15 00:08:51",NULL,0,120,NULL,1,126,99470,8,36,35,580
1019,"2021-02-15 00:08:51",NULL,0,95,NULL,2,127,99471,2,35,36,580
1020,"2021-02-15 00:08:53",NULL,0,120,NULL,1,185,99483,6,38,34,581
1021,"2021-02-15 00:08:53",NULL,0,105,NULL,2,128,99487,10,34,38,581
1022,"2021-02-15 00:08:54",NULL,0,120,NULL,1,181,99489,5,40,41,582
1023,"2021-02-15 00:08:54",NULL,0,120,NULL,2,165,99492,7,41,40,582
1024,"2021-02-15 00:08:57",NULL,0,120,NULL,1,175,99500,5,39,35,583
1025,"2021-02-15 00:08:57",NULL,0,112,NULL,2,176,99501,3,35,39,583
1026,"2021-02-15 00:09:00",NULL,0,120,NULL,1,186,99504,5,36,37,584
1027,"2021-02-15 00:09:00",NULL,0,106,NULL,2,115,99507,10,37,36,584
1028,"2021-02-15 00:09:03",NULL,0,90,NULL,1,99,99526,4,41,34,585
1029,"2021-02-15 00:09:03",NULL,0,70,NULL,2,97,99527,3,34,41,585
1030,"2021-02-15 00:09:05",NULL,0,120,NULL,1,217,99529,1,38,40,586
